Price,Location,Number of Rooms,Area,Floor
58000,İçəri Şəhər m.,1 otaqlı,25 m²,1/2 mərtəbə
146000,Həzi Aslanov m.,2 otaqlı,56 m²,13/16 mərtəbə
197000,8 Noyabr m.,2 otaqlı,100 m²,14/17 mərtəbə
158000,Biləcəri q.,2 otaqlı,73 m²,7/16 mərtəbə
95000,Sumqayıt,2 otaqlı,58 m²,2/9 mərtəbə
142000,Yasamal r.,2 otaqlı,65 m²,1/9 mərtəbə
61500,Xırdalan,2 otaqlı,41 m²,4/12 mərtəbə
163000,Azadlıq Prospekti m.,2 otaqlı,65 m²,7/9 mərtəbə
289000,Müşfiqabad q.,N/A,N/A,N/A
173000,Azadlıq Prospekti m.,2 otaqlı,69 m²,4/17 mərtəbə
2700000,Memar Əcəmi m.,N/A,N/A,N/A
175000,Xırdalan,N/A,N/A,N/A
360000,Elmlər Akademiyası m.,3 otaqlı,145 m²,12/18 mərtəbə
87500,Saray q.,1 otaqlı,77 m²,4/14 mərtəbə
275000,Həzi Aslanov m.,3 otaqlı,123 m²,8/22 mərtəbə
117000,Memar Əcəmi m.,2 otaqlı,54 m²,3/5 mərtəbə
19500,Nizami m.,N/A,N/A,N/A
158000,8 Noyabr m.,2 otaqlı,63 m²,15/17 mərtəbə
38000,Xaçmaz,N/A,N/A,N/A
133500,Azadlıq Prospekti m.,2 otaqlı,81 m²,8/16 mərtəbə
200000,Qala q.,N/A,N/A,N/A
476480,Nəsimi r.,4 otaqlı,9 m²,17/17 mərtəbə
145000,Binəqədi q.,N/A,N/A,N/A
78000,Nəsimi m.,N/A,N/A,N/A
1173060,Bayıl q.,5 otaqlı,6 m²,3/11 mərtəbə
180000,Qara Qarayev m.,3 otaqlı,90 m²,7/16 mərtəbə
330000,Mərdəkan q.,N/A,N/A,N/A
132800,Həzi Aslanov m.,3 otaqlı,77 m²,9/9 mərtəbə
63000,Xırdalan,2 otaqlı,48 m²,2/8 mərtəbə
194000,İnşaatçılar m.,2 otaqlı,92 m²,5/19 mərtəbə
2000000,Nəsimi r.,N/A,N/A,N/A
128000,Memar Əcəmi m.,2 otaqlı,55 m²,2/5 mərtəbə
25000,Quba,N/A,N/A,N/A
80000,Xırdalan,2 otaqlı,51 m²,12/15 mərtəbə
195000,Əhmədli m.,5 otaqlı,130 m²,7/9 mərtəbə
210000,Nəsimi r.,2 otaqlı,55 m²,12/20 mərtəbə
166000,Binəqədi r.,2 otaqlı,50 m²,7/10 mərtəbə
189500,Nəsimi r.,2 otaqlı,55 m²,15/18 mərtəbə
151500,Yeni Günəşli q.,4 otaqlı,100 m²,5/9 mərtəbə
242000,Nizami m.,3 otaqlı,120 m²,12/12 mərtəbə
125000,Biləcəri q.,N/A,N/A,N/A
189000,Nərimanov r.,2 otaqlı,60 m²,7/18 mərtəbə
70000,Xırdalan,2 otaqlı,45 m²,9/13 mərtəbə
120000,Zabrat q.,N/A,N/A,N/A
88000,Neftçilər m.,1 otaqlı,35 m²,4/5 mərtəbə
135000,Masazır q.,N/A,N/A,N/A
250000,Yasamal q.,3 otaqlı,80 m²,2/9 mərtəbə
150000,Şah İsmayıl Xətai m.,2 otaqlı,65 m²,2/5 mərtəbə
95000,Səngəçal q.,N/A,N/A,N/A
238000,Həzi Aslanov m.,3 otaqlı,120 m²,5/16 mərtəbə
74000,Yeni Ramana q.,N/A,N/A,N/A
2000000,Ağ şəhər q.,N/A,N/A,N/A
355000,Bülbülə q.,N/A,N/A,N/A
250000,8 Noyabr m.,3 otaqlı,102 m²,7/8 mərtəbə
450000,Nizami m.,3 otaqlı,170 m²,3/14 mərtəbə
340000,Nardaran q.,N/A,N/A,N/A
68000,Xırdalan,2 otaqlı,55 m²,12/16 mərtəbə
279000,Nəsimi r.,3 otaqlı,114 m²,10/18 mərtəbə
159000,Yeni Yasamal q.,3 otaqlı,90 m²,11/11 mərtəbə
300000,Nəsimi r.,3 otaqlı,94 m²,10/16 mərtəbə
242000,Nəriman Nərimanov m.,3 otaqlı,118 m²,12/15 mərtəbə
158000,28 May m.,1 otaqlı,51 m²,9/16 mərtəbə
60000,Qəbələ,N/A,N/A,N/A
162000,İnşaatçılar m.,2 otaqlı,65 m²,11/16 mərtəbə
449000,Həzi Aslanov q.,N/A,N/A,N/A
399000,28 May m.,3 otaqlı,188 m²,9/20 mərtəbə
152000,Elmlər Akademiyası m.,2 otaqlı,70 m²,10/16 mərtəbə
350000,28 May m.,3 otaqlı,115 m²,10/17 mərtəbə
370000,28 May m.,3 otaqlı,113 m²,4/17 mərtəbə
109000,Xırdalan,3 otaqlı,86 m²,11/11 mərtəbə
560000,Gənclik m.,3 otaqlı,155 m²,3/8 mərtəbə
550000,Şah İsmayıl Xətai m.,4 otaqlı,207 m²,6/16 mərtəbə
510000,Xətai r.,4 otaqlı,200 m²,5/21 mərtəbə
115000,Qaraçuxur q.,N/A,N/A,N/A
120000,Qaraçuxur q.,N/A,N/A,N/A
89000,Masazır q.,2 otaqlı,70 m²,5/7 mərtəbə
270000,Gənclik m.,3 otaqlı,130 m²,8/16 mərtəbə
130000,Hövsan q.,N/A,N/A,N/A
115000,Sabunçu r.,N/A,N/A,N/A
251980,Koroğlu m.,2 otaqlı,2 m²,16/16 mərtəbə
556850,Şah İsmayıl Xətai m.,4 otaqlı,1 m²,8/21 mərtəbə
95000,Bilgəh q.,N/A,N/A,N/A
315000,Yeni Yasamal q.,3 otaqlı,147 m²,12/19 mərtəbə
155000,Xırdalan,3 otaqlı,85 m²,4/14 mərtəbə
170000,Gənclik m.,2 otaqlı,70 m²,8/9 mərtəbə
186000,Xalqlar Dostluğu m.,3 otaqlı,100 m²,10/18 mərtəbə
45000,Lökbatan q.,N/A,N/A,N/A
88000,Xırdalan,2 otaqlı,60 m²,7/14 mərtəbə
1296000,Ağ şəhər q.,3 otaqlı,324 m²,19/20 mərtəbə
700000,Qusar,N/A,N/A,N/A
75500,Xırdalan,2 otaqlı,70 m²,4/7 mərtəbə
119500,Xırdalan,2 otaqlı,83 m²,6/13 mərtəbə
185000,28 May m.,2 otaqlı,72 m²,3/11 mərtəbə
1500000,Nəsimi r.,N/A,N/A,N/A
86000,Qəbələ,N/A,N/A,N/A
56000,Masazır q.,1 otaqlı,7 m²,2/6 mərtəbə
126000,Həzi Aslanov m.,3 otaqlı,65 m²,3/20 mərtəbə
350000,Elmlər Akademiyası m.,3 otaqlı,116 m²,12/17 mərtəbə
150000,Yeni Yasamal q.,3 otaqlı,90 m²,11/11 mərtəbə
1200000,Elmlər Akademiyası m.,4 otaqlı,265 m²,22/22 mərtəbə
70000,Xırdalan,2 otaqlı,42 m²,9/12 mərtəbə
178000,İnşaatçılar m.,1 otaqlı,9 m²,19/20 mərtəbə
180000,Memar Əcəmi m.,3 otaqlı,85 m²,2/9 mərtəbə
88000,Xırdalan,2 otaqlı,60 m²,7/14 mərtəbə
335900,Nəriman Nərimanov m.,3 otaqlı,120 m²,9/12 mərtəbə
622400,Nəsimi r.,4 otaqlı,5 m²,17/17 mərtəbə
420000,Mərdəkan q.,N/A,N/A,N/A
154000,İnşaatçılar m.,3 otaqlı,95 m²,7/16 mərtəbə
103000,Buzovna q.,N/A,N/A,N/A
144900,Gənclik m.,2 otaqlı,50 m²,5/5 mərtəbə
54500,Masazır q.,1 otaqlı,48 m²,1/6 mərtəbə
4800000,Nəriman Nərimanov m.,N/A,N/A,N/A
215000,Həzi Aslanov m.,3 otaqlı,100 m²,11/19 mərtəbə
370000,Nəriman Nərimanov m.,3 otaqlı,143 m²,13/17 mərtəbə
130000,İnşaatçılar m.,2 otaqlı,62 m²,7/20 mərtəbə
68000,Hövsan q.,2 otaqlı,59 m²,9/9 mərtəbə
99000,Novxanı q.,N/A,N/A,N/A
159000,İnşaatçılar m.,3 otaqlı,90 m²,11/11 mərtəbə
215000,Buzovna q.,N/A,N/A,N/A
168000,Qara Qarayev m.,3 otaqlı,70 m²,12/17 mərtəbə
110000,Memar Əcəmi m.,2 otaqlı,50 m²,3/5 mərtəbə
210000,Binəqədi r.,N/A,N/A,N/A
305000,Xətai r.,3 otaqlı,102 m²,10/18 mərtəbə
265000,20 Yanvar m.,3 otaqlı,105 m²,10/14 mərtəbə
155000,Nəriman Nərimanov m.,3 otaqlı,76 m²,2/3 mərtəbə
320000,Türkan q.,N/A,N/A,N/A
66000,Həzi Aslanov m.,N/A,N/A,N/A
99000,Xırdalan,2 otaqlı,64 m²,12/16 mərtəbə
85000,Abşeron r.,3 otaqlı,64 m²,2/6 mərtəbə
83500,Sulutəpə q.,N/A,N/A,N/A
300000,Sumqayıt,N/A,N/A,N/A
260000,8 Noyabr m.,3 otaqlı,107 m²,12/20 mərtəbə
177000,Novxanı q.,N/A,N/A,N/A
119000,Bakıxanov q.,3 otaqlı,63 m²,1/3 mərtəbə
205000,Nəriman Nərimanov m.,2 otaqlı,66 m²,5/12 mərtəbə
298560,Şah İsmayıl Xətai m.,2 otaqlı,3 m²,9/13 mərtəbə
123000,Nərimanov r.,2 otaqlı,50 m²,5/5 mərtəbə
235000,Albalılıq q.,N/A,N/A,N/A
250000,Şıxov q.,2 otaqlı,93 m²,5/6 mərtəbə
117000,Əmircan q.,N/A,N/A,N/A
44000,Masazır q.,N/A,N/A,N/A
260000,Şah İsmayıl Xətai m.,2 otaqlı,105 m²,8/16 mərtəbə
235000,Nəsimi r.,3 otaqlı,110 m²,10/15 mərtəbə
214200,Şah İsmayıl Xətai m.,2 otaqlı,5 m²,4/20 mərtəbə
1000000,Şüvəlan q.,N/A,N/A,N/A
550000,Qara Qarayev m.,N/A,N/A,N/A
108000,Novxanı q.,N/A,N/A,N/A
255000,Mərdəkan q.,N/A,N/A,N/A
135000,İnşaatçılar m.,2 otaqlı,71 m²,2/22 mərtəbə
123000,Memar Əcəmi m.,2 otaqlı,55 m²,4/5 mərtəbə
189000,Xətai r.,3 otaqlı,2 m²,16/20 mərtəbə
134900,Xalqlar Dostluğu m.,3 otaqlı,85 m²,9/9 mərtəbə
383000,Elmlər Akademiyası m.,3 otaqlı,100 m²,6/16 mərtəbə
145000,Nəsimi r.,3 otaqlı,52 m²,5/14 mərtəbə
116000,9-cu mikrorayon q.,2 otaqlı,48 m²,6/9 mərtəbə
359000,Mərdəkan q.,N/A,N/A,N/A
175000,Memar Əcəmi m.,3 otaqlı,85 m²,5/5 mərtəbə
365000,Mərdəkan q.,N/A,N/A,N/A
160000,Qəbələ,N/A,N/A,N/A
350000,20 Yanvar m.,3 otaqlı,100 m²,7/13 mərtəbə
205000,Ramana q.,N/A,N/A,N/A
204104,8 Noyabr m.,2 otaqlı,3 m²,9/16 mərtəbə
289000,Müşfiqabad q.,N/A,N/A,N/A
43000,Nizami m.,1 otaqlı,17 m²,1/2 mərtəbə
56307,Zığ q.,2 otaqlı,1 m²,11/14 mərtəbə
298000,Neftçilər m.,4 otaqlı,138 m²,16/19 mərtəbə
188000,Nəriman Nərimanov m.,2 otaqlı,60 m²,15/17 mərtəbə
275000,Xəzər r.,N/A,N/A,N/A
182000,Mərdəkan q.,N/A,N/A,N/A
87995,Xırdalan,2 otaqlı,55 m²,8/12 mərtəbə
460000,Bülbülə q.,N/A,N/A,N/A
87999,Xırdalan,2 otaqlı,55 m²,8/12 mərtəbə
156000,Həzi Aslanov m.,2 otaqlı,5 m²,15/17 mərtəbə
102000,Xırdalan,3 otaqlı,78 m²,14/16 mərtəbə
155000,Pirşağı q.,N/A,N/A,N/A
215000,Elmlər Akademiyası m.,3 otaqlı,130 m²,10/16 mərtəbə
110000,Qaraçuxur q.,2 otaqlı,60 m²,1/5 mərtəbə
177000,Həzi Aslanov q.,2 otaqlı,7 m²,4/14 mərtəbə
237000,Memar Əcəmi m.,3 otaqlı,116 m²,9/12 mərtəbə
230000,Böyükşor q.,2 otaqlı,70 m²,5/13 mərtəbə
170000,Novxanı q.,N/A,N/A,N/A
150000,Memar Əcəmi m.,N/A,N/A,N/A
149000,Elmlər Akademiyası m.,2 otaqlı,60 m²,4/5 mərtəbə
680000,Ağ şəhər q.,4 otaqlı,5 m²,7/8 mərtəbə
455000,28 May m.,3 otaqlı,100 m²,6/21 mərtəbə
145000,Neftçilər m.,2 otaqlı,60 m²,6/9 mərtəbə
450000,Nərimanov r.,5 otaqlı,300 m²,10/11 mərtəbə
272000,Nizami r.,3 otaqlı,110 m²,12/16 mərtəbə
234000,Elmlər Akademiyası m.,3 otaqlı,95 m²,12/13 mərtəbə
170000,Badamdar q.,3 otaqlı,75 m²,5/5 mərtəbə
66000,Binə q.,N/A,N/A,N/A
358560,Koroğlu m.,4 otaqlı,8 m²,15/16 mərtəbə
100000,Qəbələ,N/A,N/A,N/A
505000,Elmlər Akademiyası m.,4 otaqlı,175 m²,11/17 mərtəbə
81000,Yeni Günəşli q.,1 otaqlı,40 m²,2/9 mərtəbə
970000,İnşaatçılar m.,6 otaqlı,305 m²,16/18 mərtəbə
112000,Yeni Günəşli q.,3 otaqlı,60 m²,7/9 mərtəbə
112000,Hövsan q.,3 otaqlı,72 m²,2/9 mərtəbə
146000,Xalqlar Dostluğu m.,2 otaqlı,60 m²,8/9 mərtəbə
165000,Qaraçuxur q.,3 otaqlı,112 m²,13/14 mərtəbə
145000,Azadlıq Prospekti m.,2 otaqlı,63 m²,16/20 mərtəbə
76000,Masazır q.,N/A,N/A,N/A
469000,Gənclik m.,3 otaqlı,165 m²,8/12 mərtəbə
189500,Nəsimi r.,2 otaqlı,55 m²,14/18 mərtəbə
156000,Gənclik m.,2 otaqlı,65 m²,4/9 mərtəbə
192000,Nərimanov r.,2 otaqlı,63 m²,10/14 mərtəbə
208000,28 May m.,3 otaqlı,70 m²,3/3 mərtəbə
165000,İnşaatçılar m.,3 otaqlı,118 m²,11/16 mərtəbə
125000,Mehdiabad q.,N/A,N/A,N/A
700000,Ağ şəhər q.,3 otaqlı,110 m²,6/7 mərtəbə
650000,28 May m.,4 otaqlı,200 m²,16/19 mərtəbə
172000,8-ci mikrorayon q.,2 otaqlı,89 m²,18/20 mərtəbə
102000,Hövsan q.,4 otaqlı,100 m²,8/9 mərtəbə
496000,Elmlər Akademiyası m.,4 otaqlı,181 m²,12/23 mərtəbə
298000,Həzi Aslanov m.,3 otaqlı,135 m²,6/18 mərtəbə
2800000,Nəsimi r.,7 otaqlı,880 m²,15/16 mərtəbə
299000,Nərimanov r.,N/A,N/A,N/A
220000,İnşaatçılar m.,3 otaqlı,130 m²,14/17 mərtəbə
66000,Xırdalan,2 otaqlı,71 m²,12/17 mərtəbə
102000,Lökbatan q.,2 otaqlı,75 m²,9/9 mərtəbə
612000,Nardaran q.,N/A,N/A,N/A
269000,Gənclik m.,3 otaqlı,140 m²,7/17 mərtəbə
260000,Elmlər Akademiyası m.,2 otaqlı,91 m²,9/17 mərtəbə
345000,İnşaatçılar m.,5 otaqlı,202 m²,15/17 mərtəbə
300000,Qaraçuxur q.,N/A,N/A,N/A
239000,Azadlıq Prospekti m.,3 otaqlı,105 m²,15/17 mərtəbə
230000,Azadlıq Prospekti m.,3 otaqlı,115 m²,12/17 mərtəbə
690000,Mərdəkan q.,N/A,N/A,N/A
137000,Gənclik m.,2 otaqlı,52 m²,10/10 mərtəbə
170000,Nərimanov r.,2 otaqlı,55 m²,14/17 mərtəbə
127000,Gənclik m.,2 otaqlı,52 m²,6/10 mərtəbə
530000,Gənclik m.,4 otaqlı,146 m²,8/11 mərtəbə
145000,Zığ q.,N/A,N/A,N/A
95000,Hövsan q.,3 otaqlı,77 m²,3/12 mərtəbə
150000,Binəqədi r.,N/A,N/A,N/A
198000,Nərimanov r.,2 otaqlı,65 m²,14/17 mərtəbə
180000,Həzi Aslanov m.,3 otaqlı,8 m²,16/17 mərtəbə
79000,Kürdəxanı q.,N/A,N/A,N/A
170000,Badamdar q.,2 otaqlı,60 m²,8/18 mərtəbə
117000,Qara Qarayev m.,2 otaqlı,60 m²,3/5 mərtəbə
950000,Nizami m.,6 otaqlı,400 m²,16/24 mərtəbə
130000,Nəriman Nərimanov m.,1 otaqlı,40 m²,2/5 mərtəbə
480000,Gənclik m.,4 otaqlı,176 m²,9/17 mərtəbə
96000,Hövsan q.,N/A,N/A,N/A
8000,Binə q.,N/A,N/A,N/A
120000,Qara Qarayev m.,2 otaqlı,68 m²,13/17 mərtəbə
200000,Quba,N/A,N/A,N/A
185000,Nərimanov r.,2 otaqlı,68 m²,16/19 mərtəbə
450000,Novxanı q.,N/A,N/A,N/A
270000,Novxanı q.,N/A,N/A,N/A
435000,Nəsimi r.,4 otaqlı,200 m²,9/17 mərtəbə
116000,Masazır q.,3 otaqlı,90 m²,8/9 mərtəbə
690000,Nardaran q.,N/A,N/A,N/A
600000,Nizami m.,N/A,N/A,N/A
280000,28 May m.,3 otaqlı,99 m²,2/6 mərtəbə
118000,Elmlər Akademiyası m.,2 otaqlı,60 m²,5/11 mərtəbə
122000,Badamdar q.,3 otaqlı,60 m²,1/5 mərtəbə
175000,Yeni Yasamal q.,3 otaqlı,93 m²,10/16 mərtəbə
94000,Xırdalan,2 otaqlı,61 m²,2/12 mərtəbə
165000,Azadlıq Prospekti m.,2 otaqlı,60 m²,7/9 mərtəbə
112000,Maştağa q.,N/A,N/A,N/A
85000,Biləcəri q.,N/A,N/A,N/A
220000,İnşaatçılar m.,3 otaqlı,130 m²,14/17 mərtəbə
215000,Nəsimi r.,3 otaqlı,140 m²,3/5 mərtəbə
250000,Lökbatan q.,N/A,N/A,N/A
258000,Dərnəgül m.,3 otaqlı,135 m²,3/17 mərtəbə
830000,Gənclik m.,4 otaqlı,216 m²,4/11 mərtəbə
450,Elmlər Akademiyası m.,N/A,N/A,N/A
765000,28 May m.,4 otaqlı,212 m²,6/18 mərtəbə
320000,Mərdəkan q.,N/A,N/A,N/A
355000,Köhnə Günəşli q.,N/A,N/A,N/A
635000,Badamdar q.,N/A,N/A,N/A
430000,Azadlıq Prospekti m.,4 otaqlı,160 m²,6/7 mərtəbə
334950,Bayıl q.,3 otaqlı,5 m²,6/11 mərtəbə
3900,Hövsan q.,N/A,N/A,N/A
401700,Şah İsmayıl Xətai m.,3 otaqlı,6 m²,20/20 mərtəbə
79500,Masazır q.,3 otaqlı,65 m²,6/12 mərtəbə
365000,Nərimanov r.,4 otaqlı,215 m²,15/18 mərtəbə
280000,Masazır q.,N/A,N/A,N/A
200000,Mərdəkan q.,N/A,N/A,N/A
750000,Nəsimi r.,2 otaqlı,107 m²,1/29 mərtəbə
162000,Biləcəri q.,2 otaqlı,4 m²,4/16 mərtəbə
270000,Mərdəkan q.,N/A,N/A,N/A
160000,Xalqlar Dostluğu m.,3 otaqlı,60 m²,6/9 mərtəbə
157000,Gənclik m.,2 otaqlı,60 m²,5/9 mərtəbə
175000,Qara Qarayev m.,2 otaqlı,70 m²,16/18 mərtəbə
220000,Lökbatan q.,N/A,N/A,N/A
245000,Həzi Aslanov q.,3 otaqlı,110 m²,5/21 mərtəbə
300000,Mərdəkan q.,N/A,N/A,N/A
350000,Nəsimi r.,4 otaqlı,130 m²,8/13 mərtəbə
155000,Azadlıq Prospekti m.,2 otaqlı,50 m²,10/16 mərtəbə
1100000,Neftçilər m.,N/A,N/A,N/A
148000,Biləcəri q.,3 otaqlı,70 m²,6/9 mərtəbə
137000,Avtovağzal m.,2 otaqlı,70 m²,1/16 mərtəbə
129000,Həzi Aslanov m.,2 otaqlı,60 m²,3/13 mərtəbə
780000,Gənclik m.,4 otaqlı,290 m²,7/18 mərtəbə
87000,Qara Qarayev m.,1 otaqlı,44 m²,13/17 mərtəbə
420000,Şah İsmayıl Xətai m.,4 otaqlı,160 m²,5/16 mərtəbə
86500,Şüvəlan q.,N/A,N/A,N/A
65000,Masazır q.,2 otaqlı,57 m²,1/6 mərtəbə
879000,Yeni Günəşli q.,N/A,N/A,N/A
230000,28 May m.,N/A,N/A,N/A
125000,İnşaatçılar m.,2 otaqlı,50 m²,3/5 mərtəbə
26000,Novxanı q.,N/A,N/A,N/A
74550,Masazır q.,2 otaqlı,56 m²,8/11 mərtəbə
205000,Pirşağı q.,N/A,N/A,N/A
102000,Neftçilər m.,1 otaqlı,30 m²,3/5 mərtəbə
3550000,Həzi Aslanov q.,N/A,N/A,N/A
15400000,Elmlər Akademiyası m.,N/A,N/A,N/A
160000,Azadlıq Prospekti m.,1 otaqlı,55 m²,10/16 mərtəbə
135000,7-ci mikrorayon q.,2 otaqlı,85 m²,2/17 mərtəbə
88000,Biləcəri q.,N/A,N/A,N/A
65000,Sahil m.,1 otaqlı,18 m²,3/3 mərtəbə
240000,28 May m.,4 otaqlı,100 m²,1/5 mərtəbə
510000,Şah İsmayıl Xətai m.,3 otaqlı,170 m²,19/20 mərtəbə
350000,Novxanı q.,N/A,N/A,N/A
282000,Şah İsmayıl Xətai m.,2 otaqlı,104 m²,9/18 mərtəbə
365000,Şah İsmayıl Xətai m.,3 otaqlı,157 m²,11/24 mərtəbə
220000,Səbail r.,2 otaqlı,85 m²,3/12 mərtəbə
580000,Maştağa q.,N/A,N/A,N/A
175000,İnşaatçılar m.,2 otaqlı,70 m²,13/18 mərtəbə
850000,Həzi Aslanov q.,N/A,N/A,N/A
2900,Kürdəxanı q.,N/A,N/A,N/A
128000,Qaraçuxur q.,N/A,N/A,N/A
153000,İnşaatçılar m.,2 otaqlı,51 m²,2/15 mərtəbə
107000,Nardaran q.,N/A,N/A,N/A
67500,Bilgəh q.,N/A,N/A,N/A
235000,İnşaatçılar m.,2 otaqlı,90 m²,19/19 mərtəbə
145000,Novxanı q.,N/A,N/A,N/A
88000,Xırdalan,2 otaqlı,60 m²,8/14 mərtəbə
304864,Koroğlu m.,3 otaqlı,1 m²,16/16 mərtəbə
299420,Koroğlu m.,3 otaqlı,1 m²,14/16 mərtəbə
137000,8-ci kilometr q.,2 otaqlı,63 m²,2/9 mərtəbə
295000,Nərimanov r.,4 otaqlı,205 m²,16/16 mərtəbə
131000,Masazır q.,3 otaqlı,120 m²,3/6 mərtəbə
1500000,Bakıxanov q.,N/A,N/A,N/A
176000,Memar Əcəmi m.,2 otaqlı,85 m²,8/16 mərtəbə
238000,Biləcəri q.,N/A,N/A,N/A
450000,İçəri Şəhər m.,N/A,N/A,N/A
355000,28 May m.,3 otaqlı,135 m²,10/18 mərtəbə
349999,Ağ şəhər q.,3 otaqlı,100 m²,6/7 mərtəbə
325000,Şah İsmayıl Xətai m.,3 otaqlı,138 m²,15/18 mərtəbə
110000,Xəzər r.,N/A,N/A,N/A
475000,Nəsimi r.,4 otaqlı,177 m²,16/20 mərtəbə
230000,Xətai r.,3 otaqlı,111 m²,3/17 mərtəbə
84000,Xırdalan,2 otaqlı,70 m²,10/11 mərtəbə
283000,Şah İsmayıl Xətai m.,3 otaqlı,138 m²,8/19 mərtəbə
131000,Masazır q.,3 otaqlı,120 m²,3/6 mərtəbə
65000,Xırdalan,2 otaqlı,45 m²,6/11 mərtəbə
102500,Biləcəri q.,2 otaqlı,47 m²,7/17 mərtəbə
150000,Köhnə Günəşli q.,3 otaqlı,110 m²,7/7 mərtəbə
350000,Bilgəh q.,N/A,N/A,N/A
125000,Bilgəh q.,N/A,N/A,N/A
65000,Xırdalan,2 otaqlı,47 m²,4/11 mərtəbə
890000,Novxanı q.,N/A,N/A,N/A
157000,Xalqlar Dostluğu m.,3 otaqlı,85 m²,12/18 mərtəbə
180000,Şah İsmayıl Xətai m.,2 otaqlı,74 m²,4/17 mərtəbə
212490,20 Yanvar m.,3 otaqlı,7 m²,8/20 mərtəbə
188000,Nəriman Nərimanov m.,2 otaqlı,86 m²,14/14 mərtəbə
182000,28 May m.,2 otaqlı,60 m²,3/5 mərtəbə
85000,Xətai r.,N/A,N/A,N/A
175000,20 Yanvar m.,2 otaqlı,70 m²,12/18 mərtəbə
690000,Ağ şəhər q.,3 otaqlı,120 m²,10/22 mərtəbə
545000,Mərdəkan q.,N/A,N/A,N/A
120000,Yeni Günəşli q.,2 otaqlı,3 m²,9/16 mərtəbə
360000,Şüvəlan q.,N/A,N/A,N/A
100170,Lənkəran,3 otaqlı,3 m²,2/7 mərtəbə
300000,28 May m.,2 otaqlı,97 m²,10/16 mərtəbə
45000,Binəqədi q.,N/A,N/A,N/A
310000,Şah İsmayıl Xətai m.,3 otaqlı,95 m²,10/16 mərtəbə
260000,Qara Qarayev m.,3 otaqlı,137 m²,14/14 mərtəbə
320000,Qara Qarayev m.,3 otaqlı,140 m²,10/16 mərtəbə
240000,Memar Əcəmi m.,2 otaqlı,106 m²,6/10 mərtəbə
34500,Binəqədi q.,N/A,N/A,N/A
137000,Həzi Aslanov q.,2 otaqlı,51 m²,3/19 mərtəbə
238000,20 Yanvar m.,3 otaqlı,110 m²,17/19 mərtəbə
95000,Qaraçuxur q.,2 otaqlı,64 m²,2/4 mərtəbə
85000,8-ci mikrorayon q.,1 otaqlı,32 m²,5/5 mərtəbə
300000,8-ci kilometr q.,4 otaqlı,145 m²,19/19 mərtəbə
525000,Mərdəkan q.,N/A,N/A,N/A
110000,Xırdalan,3 otaqlı,81 m²,9/9 mərtəbə
112000,Binəqədi q.,5 otaqlı,130 m²,1/2 mərtəbə
140000,20 Yanvar m.,3 otaqlı,69 m²,12/13 mərtəbə
157000,Bakıxanov q.,3 otaqlı,80 m²,3/9 mərtəbə
270000,Nəriman Nərimanov m.,3 otaqlı,81 m²,8/12 mərtəbə
190000,9-cu mikrorayon q.,2 otaqlı,79 m²,12/16 mərtəbə
125000,İnşaatçılar m.,2 otaqlı,50 m²,3/5 mərtəbə
235000,Badamdar q.,N/A,N/A,N/A
157000,Nardaran q.,1 otaqlı,2 m²,6/7 mərtəbə
2200000,Xətai r.,N/A,N/A,N/A
170000,Xətai r.,2 otaqlı,75 m²,19/20 mərtəbə
54000,Biləcəri q.,N/A,N/A,N/A
186000,Xətai r.,4 otaqlı,120 m²,9/17 mərtəbə
188000,Həzi Aslanov m.,3 otaqlı,90 m²,12/17 mərtəbə
51000,Binəqədi q.,N/A,N/A,N/A
145000,Xətai r.,4 otaqlı,153 m²,17/17 mərtəbə
129000,20 Yanvar m.,2 otaqlı,53 m²,11/20 mərtəbə
140000,Əhmədli m.,2 otaqlı,80 m²,9/17 mərtəbə
41000,Hökməli q.,N/A,N/A,N/A
230000,20 Yanvar m.,3 otaqlı,96 m²,6/16 mərtəbə
500000,Şah İsmayıl Xətai m.,3 otaqlı,156 m²,16/17 mərtəbə
55000,Binəqədi q.,N/A,N/A,N/A
205000,Qara Qarayev m.,3 otaqlı,95 m²,8/17 mərtəbə
410000,Bakıxanov q.,N/A,N/A,N/A
195000,Badamdar q.,3 otaqlı,135 m²,6/17 mərtəbə
160000,Buzovna q.,N/A,N/A,N/A
169000,20 Yanvar m.,3 otaqlı,68 m²,2/20 mərtəbə
560000,Xətai r.,3 otaqlı,140 m²,4/7 mərtəbə
110000,Yasamal r.,1 otaqlı,33 m²,4/5 mərtəbə
180000,Qaraçuxur q.,N/A,N/A,N/A
485000,Xətai r.,3 otaqlı,133 m²,2/7 mərtəbə
47000,Binəqədi q.,N/A,N/A,N/A
200000,Qaraçuxur q.,N/A,N/A,N/A
127920,20 Yanvar m.,2 otaqlı,6 m²,12/14 mərtəbə
255000,İnşaatçılar m.,4 otaqlı,125 m²,4/10 mərtəbə
60000,Görədil q.,N/A,N/A,N/A
123000,Həzi Aslanov q.,2 otaqlı,49 m²,2/6 mərtəbə
199000,Ağ şəhər q.,3 otaqlı,82 m²,8/16 mərtəbə
380000,Novxanı q.,N/A,N/A,N/A
178500,Nəriman Nərimanov m.,2 otaqlı,73 m²,7/8 mərtəbə
135000,20 Yanvar m.,2 otaqlı,47 m²,14/20 mərtəbə
288000,28 May m.,3 otaqlı,128 m²,8/22 mərtəbə
34500,Binəqədi q.,N/A,N/A,N/A
